gene_id	transcript_id(s)	Control-1A	Control-2A	Control-3A	NB29-1A	NB29-2A	NB29-3A
HORVU.RGT_PLANET.PROJ.6HG00780960	transcript41467	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.6HG00780970	transcript41471	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.6HG00780980	transcript41472	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.6HG00780990	transcript41475	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.6HG00781000	transcript41479	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.6HG00781010	transcript41482	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.6HG00781020	transcript41487	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.6HG00781030	transcript41488	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.6HG00781040	transcript41491	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.6HG00781050	transcript41494	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.6HG00781060	transcript41495	0.00	0.00	0.02	0.00	0.00	0.02
HORVU.RGT_PLANET.PROJ.6HG00781070	transcript41496	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.6HG00781080	transcript41503	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.6HG00781090	transcript41508	0.03	0.00	0.00	0.47	0.46	0.33
HORVU.RGT_PLANET.PROJ.6HG00781100	transcript41511	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.6HG00781110	transcript41512	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.6HG00781120	transcript41515	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.6HG00781130	transcript41516	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.6HG00781140	transcript41519	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.6HG00781150	transcript41520	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.6HG00781160	transcript41521	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.6HG00781170	transcript41527	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.6HG00781180	transcript41528	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.6HG00781190	transcript41533	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.6HG00781200	transcript41543	0.00	0.06	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.6HG00781210	transcript41555	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.6HG00781220	transcript41556	0.00	0.00	0.00	0.90	0.54	0.26
HORVU.RGT_PLANET.PROJ.6HG00781240	transcript41565	0.00	0.00	0.21	0.22	0.34	0.42
HORVU.RGT_PLANET.PROJ.6HG00781250	transcript41566	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.6HG00781260	transcript41568	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.6HG00781270	transcript41569	0.44	0.23	0.00	1.35	1.76	1.02
HORVU.RGT_PLANET.PROJ.6HG00781280	transcript41581	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.6HG00781290	transcript41587	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.6HG00781300	transcript41595	0.00	0.00	0.00	0.00	0.00	0.04
HORVU.RGT_PLANET.PROJ.6HG00781310	transcript41605	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.6HG00781320	transcript41607	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.6HG00781330	transcript41611	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.6HG00781340	transcript41612	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.6HG00781350	transcript41616	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.6HG00781360	transcript41617	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.6HG00781370	transcript41618	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.6HG00781380	transcript41620	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.6HG00781390	transcript41622	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.6HG00781400	transcript41626	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.6HG00781410	transcript41627	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.6HG00781420	transcript41631	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.6HG00781430	transcript41643	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.6HG00781440	transcript41645	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.6HG00781450	transcript41648	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.6HG00781460	transcript41655	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.6HG00781470	transcript41657	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.6HG00781480	transcript41658	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.6HG00781490	transcript41660	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.6HG00781500	transcript41661	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.6HG00781510	transcript41665	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.6HG00781520	transcript41666	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.6HG00781530	transcript41667	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.6HG00781540	transcript41672	0.00	0.00	0.02	0.02	0.00	0.02
HORVU.RGT_PLANET.PROJ.6HG00781550	transcript41676	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.6HG00781560	transcript41677	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.6HG00781570	transcript41678	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.6HG00781580	transcript41680	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.6HG00781590	transcript41681	0.67	0.38	1.68	0.65	0.70	0.00
HORVU.RGT_PLANET.PROJ.6HG00781600	transcript41697	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.6HG00781610	transcript41702	6.63	5.50	8.17	2.27	2.19	1.89
HORVU.RGT_PLANET.PROJ.6HG00781620	transcript41703	0.43	0.25	1.09	0.83	2.22	2.16
HORVU.RGT_PLANET.PROJ.6HG00781630	transcript41704	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.6HG00781640	transcript41707	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.6HG00781650	transcript41708	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.6HG00781660	transcript41709	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.6HG00781670	transcript41712	2.16	1.72	3.19	5.39	3.08	4.14
HORVU.RGT_PLANET.PROJ.6HG00781680	transcript41719	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.6HG00781690	transcript41721	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.6HG00781730	transcript41731	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.6HG00781740	transcript41735	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.6HG00781750	transcript41741	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.6HG00781760	transcript41752	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.6HG00781770	transcript41753	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.6HG00781780	transcript41754	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.6HG00781790	transcript41755	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.6HG00781800	transcript41758	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.6HG00781810	transcript41759	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.6HG00781820	transcript41765	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.6HG00781830	transcript41772	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.6HG00781840	transcript41773	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.6HG00781850	transcript41778	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.6HG00781860	transcript41795	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.6HG00781870	transcript41803	0.55	0.58	0.81	0.12	0.12	0.24
HORVU.RGT_PLANET.PROJ.6HG00781880	transcript41804	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.6HG00781890	transcript41818	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.6HG00781900	transcript41822	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.6HG00781910	transcript41826	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.6HG00781920	transcript41827	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.6HG00781930	transcript41833	0.00	0.00	0.00	0.61	0.00	0.00
HORVU.RGT_PLANET.PROJ.6HG00781940	transcript41837	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.6HG00781950	transcript41841	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.6HG00781960	transcript41842	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.6HG00781970	transcript41853	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.6HG00781980	transcript41854	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.6HG00781990	transcript41856	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.6HG00782000	transcript41857	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.6HG00782010	transcript41858	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.6HG00782020	transcript41860	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.6HG00782030	transcript41869	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.6HG00782040	transcript41870	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.6HG00782050	transcript41874	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.6HG00782060	transcript41877	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.6HG00782080	transcript41888	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.6HG00782090	transcript41897	0.01	0.01	0.02	0.00	0.01	0.00
HORVU.RGT_PLANET.PROJ.6HG00782100	transcript41903	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.6HG00782110	transcript41906	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.6HG00782120	transcript41918	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.6HG00782130	transcript41920	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.6HG00782140	transcript41930	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.6HG00782150	transcript41935	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.6HG00782160	transcript41949	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.6HG00782170	transcript41957	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.6HG00782180	transcript41960	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.6HG00782190	transcript41961	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.6HG00782200	transcript41966	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.6HG00782210	transcript41967	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.6HG00782220	transcript41972	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.6HG00782230	transcript41973	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.6HG00782240	transcript41974	0.10	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.6HG00782250	transcript41978	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.6HG00782260	transcript41980	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.6HG00782270	transcript41983	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.6HG00782280	transcript41986	0.04	0.00	0.02	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.6HG00782290	transcript41987	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.6HG00782300	transcript41993	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.6HG00782310	transcript41994	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.6HG00782320	transcript42001	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.6HG00782330	transcript42004	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.6HG00782340	transcript42007	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.6HG00782350	transcript42011	0.00	0.00	0.00	0.01	0.00	0.00
HORVU.RGT_PLANET.PROJ.6HG00782360	transcript42013	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.6HG00782380	transcript42016	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.6HG00782390	transcript42018	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.6HG00782400	transcript42020	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.6HG00782410	transcript42026	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.6HG00782420	transcript42030	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.6HG00782430	transcript42034	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.6HG00782440	transcript42040	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.6HG00782450	transcript42041	0.00	0.00	0.00	0.00	0.28	0.00
HORVU.RGT_PLANET.PROJ.6HG00782460	transcript42045	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.6HG00782470	transcript42050	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.6HG00782480	transcript42054	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.6HG00782490	transcript42055	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.6HG00782500	transcript42056	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.6HG00782510	transcript42059	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.6HG00782520	transcript42068	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.6HG00782530	transcript42073	0.04	0.00	0.14	2.02	2.71	1.66
HORVU.RGT_PLANET.PROJ.6HG00782540	transcript42078	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.6HG00782550	transcript42080	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.6HG00782560	transcript42089	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.6HG00782580	transcript42109	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.6HG00782590	transcript42110	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.6HG00782600	transcript42111	0.61	1.08	0.84	0.68	0.82	0.48
HORVU.RGT_PLANET.PROJ.6HG00782610	transcript42126	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.6HG00782620	transcript42128	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.6HG00782630	transcript42130	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.6HG00782640	transcript42131	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.6HG00782650	transcript42142	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.6HG00782660	transcript42148	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.6HG00782670	transcript42151	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.6HG00782680	transcript42152	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.6HG00782690	transcript42165	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.6HG00782700	transcript42166	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.6HG00782710	transcript42167	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.6HG00782720	transcript42176	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.6HG00782730	transcript42179	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.6HG00782740	transcript42184	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.6HG00782750	transcript42185	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.6HG00782760	transcript42192	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.6HG00782770	transcript42195	0.00	0.00	0.00	0.11	0.00	0.00
HORVU.RGT_PLANET.PROJ.6HG00782780	transcript42201	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.6HG00782790	transcript42205	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.6HG00782800	transcript42214	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.6HG00782810	transcript42215	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.6HG00782820	transcript42216	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.6HG00782830	transcript42219	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.6HG00782840	transcript42220	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.6HG00782850	transcript42221	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.6HG00782860	transcript42223	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.6HG00782870	transcript42225	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.6HG00782880	transcript42229	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.6HG00782890	transcript42231	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.6HG00782900	transcript42232	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.6HG00782910	transcript42239	0.69	0.67	1.13	0.20	0.32	0.36
HORVU.RGT_PLANET.PROJ.6HG00782920	transcript42247	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.6HG00782940	transcript42259	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.6HG00782950	transcript42264	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.6HG00782960	transcript42265	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.6HG00782970	transcript42269	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.6HG00782980	transcript42270	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.6HG00782990	transcript42273	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.6HG00783000	transcript42282	0.00	0.00	0.00	1.06	2.33	0.56
HORVU.RGT_PLANET.PROJ.6HG00783010	transcript42284	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.6HG00783020	transcript42285	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.6HG00783030	transcript42288	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.6HG00783040	transcript42297	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.6HG00783050	transcript42301	0.00	0.00	0.11	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.6HG00783060	transcript42304	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.6HG00783070	transcript42305	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.6HG00783080	transcript42313	0.11	0.06	0.16	0.05	0.00	0.26
HORVU.RGT_PLANET.PROJ.6HG00783090	transcript42315	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.6HG00783100	transcript42321	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.6HG00783110	transcript42324	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.6HG00783120	transcript42326	0.00	0.04	0.06	0.47	0.64	1.04
HORVU.RGT_PLANET.PROJ.6HG00783130	transcript42328	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.6HG00783150	transcript42338	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.6HG00783160	transcript42343	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.6HG00783170	transcript42344	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.6HG00783180	transcript42348	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.6HG00783190	transcript42352	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.6HG00783200	transcript42354	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.6HG00783210	transcript42355	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.6HG00783220	transcript42361	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.6HG00783230	transcript42363	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.6HG00783240	transcript42365	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.6HG00783250	transcript42366	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.6HG00783260	transcript42368	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.6HG00783270	transcript42372	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.6HG00783280	transcript42377	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.6HG00783290	transcript42378	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.6HG00783300	transcript42386	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.6HG00783310	transcript42387	0.00	0.04	0.07	0.15	0.03	0.07
HORVU.RGT_PLANET.PROJ.6HG00783320	transcript42388	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.6HG00783330	transcript42389	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.6HG00783340	transcript42390	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.6HG00783350	transcript42391	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.6HG00783360	transcript42395	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.6HG00783370	transcript42397	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.6HG00783380	transcript42398	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.6HG00783390	transcript42399	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.6HG00783400	transcript42403	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.6HG00783410	transcript42405	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.6HG00783420	transcript42406	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.6HG00783430	transcript42411	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.6HG00783440	transcript42413	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.6HG00783450	transcript42414	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.6HG00783460	transcript42424	0.00	0.00	0.00	0.00	0.04	0.00
HORVU.RGT_PLANET.PROJ.6HG00783470	transcript42426	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.6HG00783480	transcript42429	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.6HG00783490	transcript42435	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.6HG00783500	transcript42436	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.6HG00783510	transcript42440	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.6HG00783520	transcript42444	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.6HG00783530	transcript42445	0.00	0.00	0.00	0.00	0.00	0.03
