transcript_id	gene_id	Control_1A	Control_2A	Control_3A	NB29-A_1	NB29-A_2	NB29-A_3
transcript31588	HORVU.RGT_PLANET.PROJ.4HG00372050	0.00	0.00	0.00	0.00	0.00	0.00
transcript31589	HORVU.RGT_PLANET.PROJ.4HG00372060	811.00	374.00	303.00	64.00	84.00	81.00
transcript31591	HORVU.RGT_PLANET.PROJ.4HG00372110	0.00	0.00	0.00	0.00	0.00	0.00
transcript31592	HORVU.RGT_PLANET.PROJ.4HG00372130	0.00	0.00	0.00	0.00	0.00	0.00
transcript31593	HORVU.RGT_PLANET.PROJ.4HG00372150	19.00	20.00	25.00	27.00	29.00	15.00
transcript31594	HORVU.RGT_PLANET.PROJ.4HG00372160	0.00	0.00	0.00	0.00	0.00	0.00
transcript31595	HORVU.RGT_PLANET.PROJ.4HG00372170	392.00	223.00	377.00	310.00	276.00	310.00
transcript31596	HORVU.RGT_PLANET.PROJ.4HG00372180	42.00	29.00	52.00	24.00	22.00	32.00
transcript31597	HORVU.RGT_PLANET.PROJ.4HG00372190	16.00	11.00	28.00	311.00	262.00	341.00
transcript31598	HORVU.RGT_PLANET.PROJ.4HG00372220	0.00	0.00	0.00	0.00	0.00	0.00
transcript31599	HORVU.RGT_PLANET.PROJ.4HG00372230	0.00	0.00	0.00	0.00	0.00	0.00
transcript31600	HORVU.RGT_PLANET.PROJ.4HG00372240	0.00	0.00	1.00	0.00	0.00	0.00
transcript31601	HORVU.RGT_PLANET.PROJ.4HG00372250	0.00	0.00	0.00	0.00	0.00	0.00
transcript31603	HORVU.RGT_PLANET.PROJ.4HG00372260	2.00	0.00	5.00	9.00	4.00	25.00
transcript31604	HORVU.RGT_PLANET.PROJ.4HG00372270	369.37	414.24	503.95	169.98	163.68	205.19
transcript31605	HORVU.RGT_PLANET.PROJ.4HG00372270	2434.63	2125.76	3425.05	2158.02	1805.32	2015.81
transcript31606	HORVU.RGT_PLANET.PROJ.4HG00372280	0.00	0.00	0.00	0.00	9.69	21.25
transcript31607	HORVU.RGT_PLANET.PROJ.4HG00372280	254.00	139.00	234.00	190.00	160.31	121.75
transcript31609	HORVU.RGT_PLANET.PROJ.4HG00372290	62.00	27.00	28.00	4345.00	4917.00	5778.00
transcript31610	HORVU.RGT_PLANET.PROJ.4HG00372300	29.00	20.00	83.00	2.00	7.00	86.00
transcript31613	HORVU.RGT_PLANET.PROJ.4HG00372320	24.00	7.00	7.00	0.00	0.00	1.00
transcript31615	HORVU.RGT_PLANET.PROJ.4HG00372340	0.00	0.00	0.00	0.00	0.00	0.00
transcript31616	HORVU.RGT_PLANET.PROJ.4HG00372360	26.00	67.00	48.00	2.00	2.00	4.00
transcript31617	HORVU.RGT_PLANET.PROJ.4HG00372370	0.00	0.00	0.00	0.00	0.00	0.00
transcript31618	HORVU.RGT_PLANET.PROJ.4HG00372380	90.00	26.00	54.00	39.00	30.00	43.00
transcript31619	HORVU.RGT_PLANET.PROJ.4HG00372390	252.65	188.17	241.22	44.51	50.99	39.22
transcript31620	HORVU.RGT_PLANET.PROJ.4HG00372390	1532.35	1356.83	1192.78	142.49	175.01	98.78
transcript31621	HORVU.RGT_PLANET.PROJ.4HG00372400	27.00	64.00	40.00	0.00	1.00	2.00
transcript31622	HORVU.RGT_PLANET.PROJ.4HG00372410	338.00	290.00	341.00	93.00	76.00	62.00
transcript31623	HORVU.RGT_PLANET.PROJ.4HG00372420	5331.41	4136.31	6326.07	469.55	504.88	360.25
transcript31624	HORVU.RGT_PLANET.PROJ.4HG00372420	353.59	646.69	613.93	44.45	49.12	86.75
transcript31625	HORVU.RGT_PLANET.PROJ.4HG00372430	61.00	57.00	109.00	158.00	167.00	205.00
transcript31628	HORVU.RGT_PLANET.PROJ.4HG00372470	363.00	312.00	156.00	2.00	4.00	1.00
transcript31629	HORVU.RGT_PLANET.PROJ.4HG00372480	186.08	89.07	102.28	245.77	178.70	212.54
transcript31630	HORVU.RGT_PLANET.PROJ.4HG00372480	7.11	47.17	195.09	0.00	60.04	62.22
transcript31631	HORVU.RGT_PLANET.PROJ.4HG00372480	135.81	84.76	78.63	139.23	83.26	119.24
transcript31632	HORVU.RGT_PLANET.PROJ.4HG00372500	1110.77	924.45	1153.68	675.62	664.35	832.29
transcript31633	HORVU.RGT_PLANET.PROJ.4HG00372500	134.23	99.55	70.32	128.38	124.65	144.71
transcript31634	HORVU.RGT_PLANET.PROJ.4HG00372510	6.00	5.00	2.00	10.00	7.00	5.00
transcript31635	HORVU.RGT_PLANET.PROJ.4HG00372530	0.00	0.00	0.00	0.00	0.00	0.00
transcript31636	HORVU.RGT_PLANET.PROJ.4HG00372540	0.00	0.00	0.00	0.00	0.00	0.00
transcript31637	HORVU.RGT_PLANET.PROJ.4HG00372550	3.00	7.00	24.00	1.00	1.00	1.00
transcript31638	HORVU.RGT_PLANET.PROJ.4HG00372560	0.00	0.00	0.00	0.00	0.00	0.00
transcript31639	HORVU.RGT_PLANET.PROJ.4HG00372570	583.00	987.00	773.00	9.00	4.00	18.00
transcript31640	HORVU.RGT_PLANET.PROJ.4HG00372580	1.00	5.00	7.00	0.00	1.00	1.00
transcript31641	HORVU.RGT_PLANET.PROJ.4HG00372590	667.00	494.00	794.00	737.01	608.00	743.00
transcript31642	HORVU.RGT_PLANET.PROJ.4HG00372600	3.00	2.00	2.00	0.00	0.00	1.00
transcript31643	HORVU.RGT_PLANET.PROJ.4HG00372610	8.00	18.00	32.00	1025.00	921.00	496.00
transcript31644	HORVU.RGT_PLANET.PROJ.4HG00372630	313.51	246.11	608.89	3317.08	3305.11	2471.51
transcript31645	HORVU.RGT_PLANET.PROJ.4HG00372630	1069.49	873.89	2610.11	2299.92	2373.89	1862.49
transcript31646	HORVU.RGT_PLANET.PROJ.4HG00372650	2440.38	606.78	1402.65	12931.49	14470.25	14180.81
transcript31647	HORVU.RGT_PLANET.PROJ.4HG00372650	4152.62	1091.22	3125.35	18734.51	19515.75	21559.19
transcript31648	HORVU.RGT_PLANET.PROJ.4HG00372670	0.00	0.00	0.00	0.00	0.00	0.00
transcript31649	HORVU.RGT_PLANET.PROJ.4HG00372680	0.00	0.00	0.00	0.00	0.00	0.00
transcript31651	HORVU.RGT_PLANET.PROJ.4HG00372700	42.00	2.12	25.00	15.00	15.00	8.00
transcript31652	HORVU.RGT_PLANET.PROJ.4HG00372700	0.00	0.88	0.00	0.00	0.00	0.00
transcript31653	HORVU.RGT_PLANET.PROJ.4HG00372710	1723.00	842.00	1344.00	1365.00	1029.00	1105.00
transcript31654	HORVU.RGT_PLANET.PROJ.4HG00372720	45.00	0.00	14.00	644.00	774.00	723.00
transcript31655	HORVU.RGT_PLANET.PROJ.4HG00372730	4.00	0.00	0.00	127.00	113.00	116.00
transcript31656	HORVU.RGT_PLANET.PROJ.4HG00372740	0.00	0.00	0.00	0.00	0.00	0.00
transcript31657	HORVU.RGT_PLANET.PROJ.4HG00372740	0.00	0.00	0.00	0.00	0.00	0.00
transcript31659	HORVU.RGT_PLANET.PROJ.4HG00372750	0.00	0.00	0.00	0.00	0.00	0.00
transcript31660	HORVU.RGT_PLANET.PROJ.4HG00372780	0.00	0.00	0.00	0.00	0.00	0.00
transcript31661	HORVU.RGT_PLANET.PROJ.4HG00372790	0.00	0.00	0.00	0.00	0.00	0.00
transcript31663	HORVU.RGT_PLANET.PROJ.4HG00372810	0.00	0.00	0.00	0.00	0.00	0.00
transcript31665	HORVU.RGT_PLANET.PROJ.4HG00372840	0.00	0.00	0.00	1.00	0.00	0.00
transcript31667	HORVU.RGT_PLANET.PROJ.4HG00372860	0.00	0.00	0.00	0.00	0.00	0.00
transcript31668	HORVU.RGT_PLANET.PROJ.4HG00372880	97.00	96.00	124.00	0.00	1.00	0.00
transcript31669	HORVU.RGT_PLANET.PROJ.4HG00372890	0.00	0.00	0.00	0.00	0.00	0.00
transcript31671	HORVU.RGT_PLANET.PROJ.4HG00372900	0.00	0.00	0.00	0.00	0.00	0.00
transcript31673	HORVU.RGT_PLANET.PROJ.4HG00372910	0.00	0.00	0.00	0.00	0.00	0.00
transcript31675	HORVU.RGT_PLANET.PROJ.4HG00372940	274.00	151.00	266.00	157.00	138.00	109.00
transcript31676	HORVU.RGT_PLANET.PROJ.4HG00372950	813.00	904.00	1238.00	2287.00	2178.00	3148.00
transcript31677	HORVU.RGT_PLANET.PROJ.4HG00372990	164.00	87.00	121.00	10.00	6.00	9.00
transcript31678	HORVU.RGT_PLANET.PROJ.4HG00373000	0.00	2.00	0.00	0.00	0.00	0.00
transcript31679	HORVU.RGT_PLANET.PROJ.4HG00373010	0.00	0.00	0.00	0.00	0.00	0.00
transcript31680	HORVU.RGT_PLANET.PROJ.4HG00373020	648.00	560.00	625.00	741.00	711.00	793.00
transcript31681	HORVU.RGT_PLANET.PROJ.4HG00373030	4328.40	4623.73	4031.05	1485.88	1444.17	1291.57
transcript31682	HORVU.RGT_PLANET.PROJ.4HG00373030	215.60	180.27	222.95	134.12	104.83	94.43
transcript31683	HORVU.RGT_PLANET.PROJ.4HG00373030	0.00	0.00	0.00	0.00	0.00	0.00
transcript31684	HORVU.RGT_PLANET.PROJ.4HG00373040	14.00	10.00	22.00	586.00	879.00	888.00
transcript31685	HORVU.RGT_PLANET.PROJ.4HG00373050	465.00	384.00	489.44	167.29	149.38	198.47
transcript31686	HORVU.RGT_PLANET.PROJ.4HG00373050	0.00	0.00	23.56	25.71	29.62	7.53
transcript31687	HORVU.RGT_PLANET.PROJ.4HG00373070	0.00	0.00	0.00	0.00	1.00	0.00
transcript31688	HORVU.RGT_PLANET.PROJ.4HG00373080	0.00	0.00	0.00	0.00	0.00	1.00
transcript31689	HORVU.RGT_PLANET.PROJ.4HG00373090	0.00	0.00	0.00	0.00	0.00	0.00
transcript31690	HORVU.RGT_PLANET.PROJ.4HG00373100	0.00	0.00	0.00	0.00	0.00	0.00
transcript31691	HORVU.RGT_PLANET.PROJ.4HG00373110	0.00	1.00	0.00	0.00	0.00	0.00
transcript31692	HORVU.RGT_PLANET.PROJ.4HG00373120	0.00	0.00	0.00	1.00	0.00	1.00
transcript31693	HORVU.RGT_PLANET.PROJ.4HG00373130	0.00	0.00	0.00	0.00	0.00	0.00
transcript31695	HORVU.RGT_PLANET.PROJ.4HG00373150	2151.00	1764.00	2955.00	2333.00	2144.00	2540.00
transcript31697	HORVU.RGT_PLANET.PROJ.4HG00373160	337.63	143.64	283.00	271.54	260.65	276.04
transcript31698	HORVU.RGT_PLANET.PROJ.4HG00373160	6.37	15.36	0.00	16.46	9.35	0.96
transcript31699	HORVU.RGT_PLANET.PROJ.4HG00373170	0.00	0.00	0.00	0.00	0.00	0.00
transcript31700	HORVU.RGT_PLANET.PROJ.4HG00373180	2.00	0.00	0.00	0.00	1.00	0.00
transcript31701	HORVU.RGT_PLANET.PROJ.4HG00373200	3.00	0.00	0.00	0.00	0.00	0.00
transcript31702	HORVU.RGT_PLANET.PROJ.4HG00373210	62.65	44.37	118.22	62.33	50.53	54.71
transcript31703	HORVU.RGT_PLANET.PROJ.4HG00373210	346.35	278.63	333.78	276.67	255.47	287.29
transcript31704	HORVU.RGT_PLANET.PROJ.4HG00373220	0.00	0.00	0.00	0.00	0.00	0.00
transcript31705	HORVU.RGT_PLANET.PROJ.4HG00373230	0.00	0.00	0.00	0.00	0.00	0.00
transcript31706	HORVU.RGT_PLANET.PROJ.4HG00373240	0.00	0.00	0.00	0.00	0.00	0.00
transcript31707	HORVU.RGT_PLANET.PROJ.4HG00373250	0.00	0.00	0.00	0.00	0.00	0.00
transcript31711	HORVU.RGT_PLANET.PROJ.4HG00373270	0.00	0.00	0.00	0.00	0.00	0.00
transcript31713	HORVU.RGT_PLANET.PROJ.4HG00373300	0.00	0.00	0.00	0.00	0.00	0.00
transcript31714	HORVU.RGT_PLANET.PROJ.4HG00373310	0.00	0.00	0.00	0.00	0.00	0.00
transcript31716	HORVU.RGT_PLANET.PROJ.4HG00373320	0.00	0.00	0.00	0.00	0.00	0.00
transcript31717	HORVU.RGT_PLANET.PROJ.4HG00373340	0.00	0.00	0.00	0.00	0.00	0.00
transcript31720	HORVU.RGT_PLANET.PROJ.4HG00373360	19.00	17.00	31.00	2.00	3.00	4.00
transcript31723	HORVU.RGT_PLANET.PROJ.4HG00373390	0.00	0.00	0.00	0.00	0.00	0.00
transcript31724	HORVU.RGT_PLANET.PROJ.4HG00373400	0.00	0.00	0.00	0.00	0.00	0.00
transcript31725	HORVU.RGT_PLANET.PROJ.4HG00373410	0.00	0.00	0.00	0.00	0.00	0.00
transcript31726	HORVU.RGT_PLANET.PROJ.4HG00373420	0.00	0.00	0.00	0.00	0.00	0.00
transcript31728	HORVU.RGT_PLANET.PROJ.4HG00373440	0.00	0.00	0.00	0.00	0.00	0.00
transcript31729	HORVU.RGT_PLANET.PROJ.4HG00373470	0.00	0.00	0.00	0.00	0.00	0.00
transcript31730	HORVU.RGT_PLANET.PROJ.4HG00373480	75.00	37.00	42.00	183.00	213.00	147.00
transcript31731	HORVU.RGT_PLANET.PROJ.4HG00373490	2.00	1.00	2.00	1.00	1.00	1.00
transcript31732	HORVU.RGT_PLANET.PROJ.4HG00373500	32.00	23.00	37.00	24.00	20.00	51.00
transcript31734	HORVU.RGT_PLANET.PROJ.4HG00373520	64.00	28.00	46.00	137.00	147.00	96.00
transcript31735	HORVU.RGT_PLANET.PROJ.4HG00373530	0.00	1.00	0.00	0.00	0.00	0.00
transcript31736	HORVU.RGT_PLANET.PROJ.4HG00373540	0.00	0.00	0.00	0.00	0.00	0.00
transcript31737	HORVU.RGT_PLANET.PROJ.4HG00373550	7313.00	3112.00	3126.00	532.00	426.00	107.00
transcript31738	HORVU.RGT_PLANET.PROJ.4HG00373560	2.00	1.00	3.00	2.00	0.00	0.00
transcript31739	HORVU.RGT_PLANET.PROJ.4HG00373590	9.00	10.00	2.00	1.00	0.00	0.00
transcript31741	HORVU.RGT_PLANET.PROJ.4HG00373610	0.00	0.00	0.00	0.00	0.00	0.00
transcript31742	HORVU.RGT_PLANET.PROJ.4HG00373620	0.00	0.00	0.00	0.00	0.00	1.00
transcript31744	HORVU.RGT_PLANET.PROJ.4HG00373630	1516.00	1469.00	1977.00	1514.00	1327.00	1516.00
transcript31745	HORVU.RGT_PLANET.PROJ.4HG00373660	1514.00	1013.00	1048.00	109.00	81.00	45.00
transcript31746	HORVU.RGT_PLANET.PROJ.4HG00373670	281.00	192.00	246.00	1845.00	1541.00	1690.00
transcript31747	HORVU.RGT_PLANET.PROJ.4HG00373680	0.00	1.00	0.00	1.00	0.00	0.00
transcript31748	HORVU.RGT_PLANET.PROJ.4HG00373690	0.00	0.00	0.00	0.00	0.00	0.00
transcript31750	HORVU.RGT_PLANET.PROJ.4HG00373710	0.00	0.00	0.00	0.00	0.00	0.00
transcript31751	HORVU.RGT_PLANET.PROJ.4HG00373740	23.00	17.00	23.00	0.00	1.00	0.00
transcript31754	HORVU.RGT_PLANET.PROJ.4HG00373800	0.00	0.00	0.00	0.00	0.00	0.00
transcript31755	HORVU.RGT_PLANET.PROJ.4HG00373810	1465.00	1355.00	2071.00	699.00	374.00	400.00
transcript31756	HORVU.RGT_PLANET.PROJ.4HG00373820	386.68	337.03	411.36	142.82	70.68	28.18
transcript31757	HORVU.RGT_PLANET.PROJ.4HG00373820	479.32	445.97	511.64	113.18	66.32	23.82
transcript31758	HORVU.RGT_PLANET.PROJ.4HG00373830	121.00	53.00	86.00	44.00	23.00	21.00
transcript31759	HORVU.RGT_PLANET.PROJ.4HG00373840	12.00	8.00	6.00	1.00	0.00	3.00
transcript31760	HORVU.RGT_PLANET.PROJ.4HG00373860	0.00	0.00	0.00	0.00	0.00	0.00
transcript31761	HORVU.RGT_PLANET.PROJ.4HG00373870	0.00	0.00	0.00	0.00	0.00	0.00
transcript31762	HORVU.RGT_PLANET.PROJ.4HG00373880	848.88	604.44	820.37	35.41	25.07	17.81
transcript31763	HORVU.RGT_PLANET.PROJ.4HG00373880	1415.32	1460.07	2438.81	51.29	55.18	14.76
transcript31764	HORVU.RGT_PLANET.PROJ.4HG00373880	204.76	107.44	0.00	0.00	5.54	16.53
transcript31765	HORVU.RGT_PLANET.PROJ.4HG00373880	189.05	196.05	413.82	16.30	10.21	5.90
transcript31766	HORVU.RGT_PLANET.PROJ.4HG00373890	0.00	0.00	0.00	0.00	0.00	0.00
transcript31768	HORVU.RGT_PLANET.PROJ.4HG00373900	13.00	13.00	10.00	196.00	234.00	263.00
transcript31769	HORVU.RGT_PLANET.PROJ.4HG00373910	3.00	0.00	0.00	0.00	7.00	1.00
transcript31771	HORVU.RGT_PLANET.PROJ.4HG00373930	160.00	84.00	129.00	38.00	58.00	29.00
transcript31772	HORVU.RGT_PLANET.PROJ.4HG00373940	43.00	34.00	33.00	1.00	4.00	2.00
transcript31773	HORVU.RGT_PLANET.PROJ.4HG00373950	0.00	0.00	0.00	0.00	0.00	0.00
transcript31774	HORVU.RGT_PLANET.PROJ.4HG00373960	144.00	38.00	108.00	1288.00	1321.00	1407.00
transcript31775	HORVU.RGT_PLANET.PROJ.4HG00373970	9186.16	8270.52	13015.02	11476.72	10274.93	12054.15
transcript31776	HORVU.RGT_PLANET.PROJ.4HG00373970	1248.84	1120.48	1649.98	825.28	961.07	1018.85
transcript31777	HORVU.RGT_PLANET.PROJ.4HG00373980	375.00	366.00	548.00	149.00	184.00	325.00
transcript31778	HORVU.RGT_PLANET.PROJ.4HG00374000	12.00	25.00	17.00	8.00	2.00	1.00
transcript31779	HORVU.RGT_PLANET.PROJ.4HG00374010	0.00	0.00	0.00	0.00	0.00	0.00
transcript31780	HORVU.RGT_PLANET.PROJ.4HG00374020	0.00	0.00	0.00	0.00	0.00	0.00
transcript31781	HORVU.RGT_PLANET.PROJ.4HG00374030	285.00	36.00	34.00	3.00	11.00	3.00
transcript31782	HORVU.RGT_PLANET.PROJ.4HG00374040	178.00	13.00	8.00	0.00	7.00	4.00
transcript31783	HORVU.RGT_PLANET.PROJ.4HG00374050	0.00	0.00	0.00	0.00	0.00	0.00
transcript31784	HORVU.RGT_PLANET.PROJ.4HG00374060	63.00	1.00	4.00	40.00	39.00	41.00
transcript31785	HORVU.RGT_PLANET.PROJ.4HG00374070	0.00	0.00	0.00	0.00	0.00	0.00
transcript31787	HORVU.RGT_PLANET.PROJ.4HG00374100	0.00	0.00	0.00	0.00	0.00	0.00
transcript31788	HORVU.RGT_PLANET.PROJ.4HG00374110	0.00	0.00	0.00	0.00	0.00	0.00
transcript31789	HORVU.RGT_PLANET.PROJ.4HG00374120	0.00	0.00	0.00	0.00	0.00	0.00
transcript31790	HORVU.RGT_PLANET.PROJ.4HG00374130	0.00	0.00	0.00	12.00	13.00	11.00
transcript31792	HORVU.RGT_PLANET.PROJ.4HG00374150	387.00	381.00	548.00	652.00	608.00	673.00
transcript31793	HORVU.RGT_PLANET.PROJ.4HG00374160	26.00	22.00	29.00	2.00	1.00	9.00
transcript31796	HORVU.RGT_PLANET.PROJ.4HG00374170	0.00	0.00	0.00	0.00	0.00	0.00
transcript31797	HORVU.RGT_PLANET.PROJ.4HG00374180	0.00	0.00	0.00	1.00	1.00	0.00
transcript31798	HORVU.RGT_PLANET.PROJ.4HG00374190	0.00	0.00	0.00	0.00	0.00	0.00
transcript31799	HORVU.RGT_PLANET.PROJ.4HG00374230	0.00	0.00	0.00	0.00	0.00	0.00
transcript31800	HORVU.RGT_PLANET.PROJ.4HG00374260	685.00	390.00	697.00	652.00	545.00	734.00
transcript31801	HORVU.RGT_PLANET.PROJ.4HG00374270	0.00	0.00	0.00	0.00	0.00	0.00
transcript31802	HORVU.RGT_PLANET.PROJ.4HG00374290	3.00	11.00	20.00	0.00	0.00	0.00
transcript31803	HORVU.RGT_PLANET.PROJ.4HG00374300	0.00	0.00	0.00	0.00	0.00	0.00
transcript31804	HORVU.RGT_PLANET.PROJ.4HG00374330	0.00	0.00	0.00	0.00	0.00	0.00
transcript31806	HORVU.RGT_PLANET.PROJ.4HG00374360	0.00	0.00	0.00	0.00	0.00	0.00
transcript31807	HORVU.RGT_PLANET.PROJ.4HG00374370	0.00	0.00	0.00	0.00	0.00	0.00
transcript31809	HORVU.RGT_PLANET.PROJ.4HG00374390	668.00	1076.00	344.00	45.00	45.00	40.00
transcript31810	HORVU.RGT_PLANET.PROJ.4HG00374400	0.00	0.00	0.00	0.00	0.00	0.00
transcript31811	HORVU.RGT_PLANET.PROJ.4HG00374410	0.00	0.00	0.00	0.00	0.00	0.00
transcript31812	HORVU.RGT_PLANET.PROJ.4HG00374430	0.00	0.00	0.00	0.00	0.00	0.00
transcript31813	HORVU.RGT_PLANET.PROJ.4HG00374440	1929.00	1540.00	2254.00	2135.00	1677.00	1985.00
transcript31814	HORVU.RGT_PLANET.PROJ.4HG00374460	293.18	244.08	307.66	318.05	309.12	403.69
transcript31815	HORVU.RGT_PLANET.PROJ.4HG00374460	84.82	104.92	194.34	210.95	164.88	182.31
transcript31817	HORVU.RGT_PLANET.PROJ.4HG00374470	0.00	0.00	0.00	0.00	0.00	0.00
transcript31819	HORVU.RGT_PLANET.PROJ.4HG00374480	895.00	620.00	989.00	742.00	584.00	748.00
transcript31820	HORVU.RGT_PLANET.PROJ.4HG00374490	0.00	0.00	0.00	0.00	0.00	0.00
transcript31821	HORVU.RGT_PLANET.PROJ.4HG00374500	0.00	0.00	0.00	0.00	0.00	0.00
transcript31823	HORVU.RGT_PLANET.PROJ.4HG00374520	0.00	1.00	0.00	0.00	0.00	0.00
transcript31824	HORVU.RGT_PLANET.PROJ.4HG00374530	459.00	218.00	629.00	372.00	303.00	395.00
transcript31825	HORVU.RGT_PLANET.PROJ.4HG00374550	446.00	579.00	813.00	34.00	39.00	38.00
transcript31826	HORVU.RGT_PLANET.PROJ.4HG00374560	8.00	14.00	10.00	5.00	2.00	6.00
transcript31827	HORVU.RGT_PLANET.PROJ.4HG00374570	34.00	27.00	43.00	24.00	29.00	39.00
transcript31828	HORVU.RGT_PLANET.PROJ.4HG00374580	53.00	26.00	57.00	62.00	52.00	59.00
transcript31829	HORVU.RGT_PLANET.PROJ.4HG00374600	0.00	0.00	0.00	0.00	0.00	0.00
transcript31830	HORVU.RGT_PLANET.PROJ.4HG00374610	8.00	11.00	13.00	9.00	11.00	9.00
transcript31831	HORVU.RGT_PLANET.PROJ.4HG00374630	1.00	0.00	1.00	0.00	1.00	1.00
transcript31832	HORVU.RGT_PLANET.PROJ.4HG00374640	193.00	143.00	159.00	140.00	138.00	120.00
transcript31836	HORVU.RGT_PLANET.PROJ.4HG00374660	0.00	0.00	0.00	9.18	0.39	2.92
transcript31837	HORVU.RGT_PLANET.PROJ.4HG00374670	6987.00	4201.00	6819.00	9355.00	7890.00	8646.00
transcript31838	HORVU.RGT_PLANET.PROJ.4HG00374680	334.00	201.00	341.00	159.00	178.00	234.00
transcript31839	HORVU.RGT_PLANET.PROJ.4HG00374690	319.00	247.00	320.00	135.00	120.00	153.00
transcript31840	HORVU.RGT_PLANET.PROJ.4HG00374700	784.00	503.00	920.00	1388.00	1345.00	1595.00
transcript31841	HORVU.RGT_PLANET.PROJ.4HG00374720	19.00	3.00	12.00	19.00	13.00	16.00
transcript31842	HORVU.RGT_PLANET.PROJ.4HG00374730	0.00	0.00	0.00	0.00	0.00	0.00
transcript31843	HORVU.RGT_PLANET.PROJ.4HG00374740	1.00	0.00	0.00	12.00	13.00	14.00
transcript31844	HORVU.RGT_PLANET.PROJ.4HG00374780	268.00	203.00	240.00	174.00	101.00	161.00
transcript31845	HORVU.RGT_PLANET.PROJ.4HG00374790	32.00	140.00	159.00	320.00	294.00	230.00
transcript31846	HORVU.RGT_PLANET.PROJ.4HG00374810	1.00	2.00	6.00	196.00	187.00	135.00
transcript31847	HORVU.RGT_PLANET.PROJ.4HG00374820	14.00	21.00	25.00	24.00	11.00	27.00
transcript31848	HORVU.RGT_PLANET.PROJ.4HG00374840	1315.00	1264.00	1489.00	634.00	618.00	693.00
transcript31849	HORVU.RGT_PLANET.PROJ.4HG00374850	37.00	24.00	36.00	133.00	133.00	201.00
transcript31850	HORVU.RGT_PLANET.PROJ.4HG00374870	3469.00	3314.00	4369.00	238.00	196.00	426.00
transcript31851	HORVU.RGT_PLANET.PROJ.4HG00374890	106.00	64.00	98.00	12.00	15.00	29.00
transcript31852	HORVU.RGT_PLANET.PROJ.4HG00374930	0.00	0.00	0.00	0.00	0.00	0.00
transcript31853	HORVU.RGT_PLANET.PROJ.4HG00374940	883.00	599.00	826.00	516.00	464.00	502.00
transcript31854	HORVU.RGT_PLANET.PROJ.4HG00374950	71.00	50.00	124.00	391.21	466.53	806.04
transcript31855	HORVU.RGT_PLANET.PROJ.4HG00374950	0.00	0.00	0.00	29.79	32.47	8.96
transcript31856	HORVU.RGT_PLANET.PROJ.4HG00374960	0.00	0.00	0.00	0.00	0.00	0.00
transcript31857	HORVU.RGT_PLANET.PROJ.4HG00374970	401.00	322.00	478.00	245.00	207.00	270.00
transcript31858	HORVU.RGT_PLANET.PROJ.4HG00374980	215.00	208.00	270.00	169.00	145.00	199.00
transcript31859	HORVU.RGT_PLANET.PROJ.4HG00374990	89.00	74.00	89.00	190.00	231.00	242.00
transcript31860	HORVU.RGT_PLANET.PROJ.4HG00375010	2.00	2.50	2.50	1.00	0.50	0.50
transcript31861	HORVU.RGT_PLANET.PROJ.4HG00375030	0.00	2.73	10.40	141.80	126.26	112.59
transcript31863	HORVU.RGT_PLANET.PROJ.4HG00375040	217.73	29.27	75.52	1013.20	1189.54	1111.95
transcript31865	HORVU.RGT_PLANET.PROJ.4HG00375070	0.00	0.50	0.00	0.00	0.00	1.00
transcript31866	HORVU.RGT_PLANET.PROJ.4HG00375080	86.59	7.00	27.95	234.36	181.93	176.76
transcript31867	HORVU.RGT_PLANET.PROJ.4HG00375090	5.71	0.00	0.00	29.12	10.38	16.18
transcript31868	HORVU.RGT_PLANET.PROJ.4HG00375100	64.68	0.00	44.00	68.76	4.59	21.73
transcript31869	HORVU.RGT_PLANET.PROJ.4HG00375110	17.34	5.65	0.00	0.00	21.48	0.03
transcript31870	HORVU.RGT_PLANET.PROJ.4HG00375120	21.91	0.00	0.00	0.00	4.37	0.00
transcript31871	HORVU.RGT_PLANET.PROJ.4HG00375130	0.00	0.00	0.00	0.00	5.35	0.00
transcript31872	HORVU.RGT_PLANET.PROJ.4HG00375140	1.79	10.17	0.58	0.24	1.27	0.01
transcript31873	HORVU.RGT_PLANET.PROJ.4HG00375150	19.30	0.00	0.00	7.93	14.39	0.00
transcript31874	HORVU.RGT_PLANET.PROJ.4HG00375160	60.40	1.74	58.49	235.85	203.17	188.06
transcript31875	HORVU.RGT_PLANET.PROJ.4HG00375170	74.60	9.34	19.29	241.07	130.83	84.09
transcript31876	HORVU.RGT_PLANET.PROJ.4HG00375180	0.00	0.00	0.00	0.00	0.00	0.00
transcript31877	HORVU.RGT_PLANET.PROJ.4HG00375190	0.00	0.00	0.00	0.00	0.00	0.00
transcript31878	HORVU.RGT_PLANET.PROJ.4HG00375200	0.00	0.00	0.00	0.00	0.00	0.00
transcript31879	HORVU.RGT_PLANET.PROJ.4HG00375210	0.13	0.00	1.41	0.00	7.91	0.00
transcript31880	HORVU.RGT_PLANET.PROJ.4HG00375220	2.00	2.50	2.50	1.00	0.50	0.50
transcript31881	HORVU.RGT_PLANET.PROJ.4HG00375230	13.27	0.00	0.07	0.00	0.00	0.00
transcript31883	HORVU.RGT_PLANET.PROJ.4HG00375250	0.00	0.00	0.00	0.00	26.20	27.46
transcript31885	HORVU.RGT_PLANET.PROJ.4HG00375260	7.00	3.00	5.00	53.00	96.00	80.00
