transcript_id	gene_id	Control_1A	Control_2A	Control_3A	NB29-A_1	NB29-A_2	NB29-A_3
transcript33670	HORVU.RGT_PLANET.PROJ.5HG00395140	0.00	0.00	0.00	0.00	0.00	0.00
transcript33671	HORVU.RGT_PLANET.PROJ.5HG00395160	0.00	0.00	0.00	0.00	0.00	0.00
transcript33674	HORVU.RGT_PLANET.PROJ.5HG00395180	0.00	0.00	1.00	0.00	0.00	0.00
transcript33677	HORVU.RGT_PLANET.PROJ.5HG00395270	0.00	0.00	0.00	7.00	14.00	19.00
transcript33684	HORVU.RGT_PLANET.PROJ.5HG00395320	0.00	0.00	0.00	5.00	11.00	8.00
transcript33685	HORVU.RGT_PLANET.PROJ.5HG00395330	0.00	0.00	0.00	0.00	0.00	0.00
transcript33687	HORVU.RGT_PLANET.PROJ.5HG00395360	2.00	2.00	1.00	0.00	1.00	0.00
transcript33689	HORVU.RGT_PLANET.PROJ.5HG00395370	0.00	0.00	0.00	0.00	0.00	1.00
transcript33690	HORVU.RGT_PLANET.PROJ.5HG00395380	0.00	0.00	2.00	0.00	0.00	1.00
transcript33691	HORVU.RGT_PLANET.PROJ.5HG00395390	0.00	0.00	0.00	0.00	0.00	0.00
transcript33693	HORVU.RGT_PLANET.PROJ.5HG00395420	0.00	0.00	0.00	0.00	0.00	0.00
transcript33696	HORVU.RGT_PLANET.PROJ.5HG00395460	2.00	3.00	3.00	4.00	4.00	8.00
transcript33699	HORVU.RGT_PLANET.PROJ.5HG00395490	0.00	0.00	0.00	0.00	0.00	0.00
transcript33701	HORVU.RGT_PLANET.PROJ.5HG00395510	0.00	0.00	0.00	0.00	0.00	0.00
transcript33704	HORVU.RGT_PLANET.PROJ.5HG00395540	0.00	0.00	0.00	0.00	0.00	0.00
transcript33717	HORVU.RGT_PLANET.PROJ.5HG00395650	0.00	0.00	0.00	0.00	0.00	0.00
transcript33721	HORVU.RGT_PLANET.PROJ.5HG00395690	0.00	0.00	0.00	3.00	5.00	3.00
transcript33722	HORVU.RGT_PLANET.PROJ.5HG00395720	15.00	15.00	7.00	4.00	3.00	1.00
transcript33724	HORVU.RGT_PLANET.PROJ.5HG00395760	0.00	0.00	0.00	0.00	0.00	0.00
transcript33737	HORVU.RGT_PLANET.PROJ.5HG00395940	0.00	0.00	0.00	0.00	0.00	0.00
transcript33738	HORVU.RGT_PLANET.PROJ.5HG00395950	0.00	0.00	0.00	0.00	0.00	0.00
transcript33739	HORVU.RGT_PLANET.PROJ.5HG00395960	0.00	0.00	0.00	0.00	0.00	0.00
transcript33754	HORVU.RGT_PLANET.PROJ.5HG00396110	0.00	0.00	0.00	0.00	0.00	0.00
transcript33755	HORVU.RGT_PLANET.PROJ.5HG00396150	0.00	0.00	0.00	0.00	0.00	0.00
transcript33756	HORVU.RGT_PLANET.PROJ.5HG00396170	0.00	0.00	0.00	0.00	0.00	0.00
transcript33757	HORVU.RGT_PLANET.PROJ.5HG00396180	0.00	0.00	0.00	0.00	0.00	0.00
transcript33758	HORVU.RGT_PLANET.PROJ.5HG00396190	0.00	0.00	0.00	0.00	0.00	0.00
transcript33759	HORVU.RGT_PLANET.PROJ.5HG00396200	0.00	0.00	0.00	0.00	0.00	0.00
transcript33761	HORVU.RGT_PLANET.PROJ.5HG00396210	0.00	0.00	0.00	0.00	0.00	0.00
transcript33763	HORVU.RGT_PLANET.PROJ.5HG00396240	0.00	0.00	0.00	0.00	0.00	0.00
transcript33765	HORVU.RGT_PLANET.PROJ.5HG00396270	0.00	0.00	0.00	9.00	2.00	7.00
transcript33782	HORVU.RGT_PLANET.PROJ.5HG00396480	0.00	0.00	0.00	0.00	0.00	0.00
transcript33786	HORVU.RGT_PLANET.PROJ.5HG00396530	28.00	25.00	17.00	12.00	5.00	8.00
transcript33787	HORVU.RGT_PLANET.PROJ.5HG00396540	0.00	0.00	0.00	0.00	0.00	0.00
transcript33788	HORVU.RGT_PLANET.PROJ.5HG00396550	0.00	0.00	0.00	0.00	0.00	0.00
transcript33789	HORVU.RGT_PLANET.PROJ.5HG00396570	0.00	0.00	0.00	0.00	0.00	0.00
transcript33792	HORVU.RGT_PLANET.PROJ.5HG00396630	0.00	0.00	0.00	0.00	0.00	0.00
transcript33797	HORVU.RGT_PLANET.PROJ.5HG00396770	0.00	0.00	0.00	0.00	0.00	0.00
transcript33799	HORVU.RGT_PLANET.PROJ.5HG00396800	0.00	0.00	0.00	0.00	0.00	0.00
transcript33801	HORVU.RGT_PLANET.PROJ.5HG00396840	0.00	0.00	0.00	0.00	0.00	0.00
transcript33804	HORVU.RGT_PLANET.PROJ.5HG00396860	0.00	0.00	0.00	0.00	0.00	0.00
transcript33805	HORVU.RGT_PLANET.PROJ.5HG00396870	75.00	10.00	13.00	0.00	0.00	0.00
transcript33811	HORVU.RGT_PLANET.PROJ.5HG00396930	0.00	0.00	0.00	0.00	0.00	0.00
transcript33812	HORVU.RGT_PLANET.PROJ.5HG00396940	3.00	6.00	4.00	1.00	0.00	0.00
transcript33815	HORVU.RGT_PLANET.PROJ.5HG00396980	0.00	0.00	0.00	0.00	0.00	0.00
transcript33816	HORVU.RGT_PLANET.PROJ.5HG00396990	0.00	0.00	0.00	0.00	0.00	0.00
transcript33820	HORVU.RGT_PLANET.PROJ.5HG00397050	0.00	0.00	0.00	0.00	0.00	0.00
transcript33825	HORVU.RGT_PLANET.PROJ.5HG00397100	2.00	0.00	8.00	0.00	0.00	1.00
transcript33827	HORVU.RGT_PLANET.PROJ.5HG00397140	62.62	69.00	106.99	62.97	60.00	90.08
transcript33828	HORVU.RGT_PLANET.PROJ.5HG00397160	39.00	35.00	50.00	56.00	40.00	52.00
transcript33831	HORVU.RGT_PLANET.PROJ.5HG00397250	5.38	3.00	1.01	2.03	14.00	14.92
transcript33841	HORVU.RGT_PLANET.PROJ.5HG00397330	25.00	58.00	5.00	123.00	122.00	96.00
transcript33846	HORVU.RGT_PLANET.PROJ.5HG00397390	46.00	37.00	55.00	51.00	33.00	31.00
transcript33848	HORVU.RGT_PLANET.PROJ.5HG00397430	0.00	0.00	0.00	0.00	0.00	0.00
transcript33851	HORVU.RGT_PLANET.PROJ.5HG00397470	2.00	0.00	0.00	0.00	0.00	0.00
transcript33852	HORVU.RGT_PLANET.PROJ.5HG00397530	0.00	0.00	0.00	0.00	0.00	0.00
transcript33862	HORVU.RGT_PLANET.PROJ.5HG00397640	276.00	60.00	164.00	150.00	147.00	99.00
transcript33865	HORVU.RGT_PLANET.PROJ.5HG00397670	0.00	0.00	0.00	0.00	0.00	0.00
transcript33866	HORVU.RGT_PLANET.PROJ.5HG00397680	0.00	0.00	0.00	0.00	0.00	0.00
transcript33872	HORVU.RGT_PLANET.PROJ.5HG00397730	0.00	0.00	3.00	1.00	0.00	2.00
transcript33874	HORVU.RGT_PLANET.PROJ.5HG00397740	0.00	0.00	0.00	0.00	0.00	0.00
transcript33880	HORVU.RGT_PLANET.PROJ.5HG00397800	0.00	0.00	0.00	0.00	0.00	0.00
transcript33884	HORVU.RGT_PLANET.PROJ.5HG00397860	0.00	0.00	0.00	0.00	0.00	0.00
transcript33890	HORVU.RGT_PLANET.PROJ.5HG00397910	1.00	2.00	2.00	2.00	9.00	2.00
transcript33891	HORVU.RGT_PLANET.PROJ.5HG00397920	0.00	0.00	0.00	0.00	0.00	0.00
transcript33899	HORVU.RGT_PLANET.PROJ.5HG00397980	0.00	0.00	0.00	0.00	0.00	0.00
transcript33901	HORVU.RGT_PLANET.PROJ.5HG00398000	2.00	3.00	15.00	4.00	5.00	5.00
transcript33903	HORVU.RGT_PLANET.PROJ.5HG00398050	0.00	0.00	0.00	0.00	0.00	0.00
transcript33907	HORVU.RGT_PLANET.PROJ.5HG00398120	0.00	0.00	0.00	0.00	0.00	0.00
transcript33908	HORVU.RGT_PLANET.PROJ.5HG00398130	11.00	3.00	7.00	8.00	6.00	12.00
transcript33911	HORVU.RGT_PLANET.PROJ.5HG00398180	0.00	0.00	0.00	16.00	28.00	55.00
transcript33914	HORVU.RGT_PLANET.PROJ.5HG00398210	23.00	21.00	35.00	18.00	24.00	28.00
transcript33916	HORVU.RGT_PLANET.PROJ.5HG00398270	0.00	0.00	0.00	0.00	0.00	0.00
transcript33917	HORVU.RGT_PLANET.PROJ.5HG00398280	0.00	0.00	0.00	0.00	0.00	0.00
transcript33926	HORVU.RGT_PLANET.PROJ.5HG00398390	6.00	9.00	14.00	3.00	1.00	2.00
transcript33935	HORVU.RGT_PLANET.PROJ.5HG00398470	0.00	0.00	0.00	0.00	0.00	0.00
transcript33936	HORVU.RGT_PLANET.PROJ.5HG00398500	0.00	0.00	0.00	0.00	0.00	0.00
transcript33938	HORVU.RGT_PLANET.PROJ.5HG00398530	0.00	0.00	0.00	0.00	0.00	0.00
transcript33939	HORVU.RGT_PLANET.PROJ.5HG00398540	0.00	0.00	0.00	0.00	0.00	0.00
transcript33941	HORVU.RGT_PLANET.PROJ.5HG00398560	0.00	0.00	0.00	0.00	0.00	0.00
transcript33943	HORVU.RGT_PLANET.PROJ.5HG00398640	0.00	0.00	0.00	0.00	0.00	0.00
transcript33944	HORVU.RGT_PLANET.PROJ.5HG00398650	0.00	0.00	0.00	0.00	0.00	0.00
transcript33947	HORVU.RGT_PLANET.PROJ.5HG00398690	0.00	0.00	0.00	0.00	0.00	0.00
transcript33948	HORVU.RGT_PLANET.PROJ.5HG00398700	0.00	0.00	0.00	0.00	0.00	0.00
transcript33950	HORVU.RGT_PLANET.PROJ.5HG00398710	0.00	0.00	0.00	0.00	0.00	0.00
transcript33952	HORVU.RGT_PLANET.PROJ.5HG00398730	0.00	0.00	0.00	0.00	0.00	0.00
transcript33953	HORVU.RGT_PLANET.PROJ.5HG00398740	0.00	0.00	0.00	0.00	0.00	0.00
transcript33954	HORVU.RGT_PLANET.PROJ.5HG00398750	0.00	0.00	0.00	0.00	0.00	0.00
transcript33956	HORVU.RGT_PLANET.PROJ.5HG00398770	0.00	0.00	0.00	0.00	0.00	0.00
transcript33957	HORVU.RGT_PLANET.PROJ.5HG00398780	0.00	0.00	0.00	0.00	0.00	0.00
transcript33959	HORVU.RGT_PLANET.PROJ.5HG00398800	0.00	0.00	0.00	0.00	0.00	0.00
transcript33960	HORVU.RGT_PLANET.PROJ.5HG00398810	0.00	0.00	0.00	0.00	0.00	0.00
transcript33961	HORVU.RGT_PLANET.PROJ.5HG00398820	0.00	0.00	0.00	0.00	0.00	0.00
transcript33965	HORVU.RGT_PLANET.PROJ.5HG00398830	0.00	0.00	0.00	0.00	0.00	0.00
transcript33966	HORVU.RGT_PLANET.PROJ.5HG00398850	0.00	0.00	0.00	0.00	0.00	0.00
transcript33968	HORVU.RGT_PLANET.PROJ.5HG00398860	0.00	0.00	0.00	0.00	0.00	0.00
transcript33970	HORVU.RGT_PLANET.PROJ.5HG00398870	0.00	0.00	0.00	0.00	0.00	0.00
transcript33974	HORVU.RGT_PLANET.PROJ.5HG00398890	0.00	0.00	0.00	0.00	0.00	0.00
transcript33976	HORVU.RGT_PLANET.PROJ.5HG00398900	0.00	0.00	0.00	0.00	0.00	0.00
transcript33978	HORVU.RGT_PLANET.PROJ.5HG00398910	0.00	0.00	0.00	0.00	0.00	0.00
transcript33979	HORVU.RGT_PLANET.PROJ.5HG00398920	0.00	0.00	0.00	0.00	0.00	0.00
transcript33982	HORVU.RGT_PLANET.PROJ.5HG00398930	0.00	0.00	0.00	0.00	0.00	0.00
transcript33983	HORVU.RGT_PLANET.PROJ.5HG00398940	0.00	0.00	0.00	0.00	0.00	0.00
transcript33984	HORVU.RGT_PLANET.PROJ.5HG00398950	0.00	0.00	0.00	0.00	0.00	0.00
transcript33988	HORVU.RGT_PLANET.PROJ.5HG00398960	0.00	0.00	0.00	0.00	0.00	0.00
transcript33989	HORVU.RGT_PLANET.PROJ.5HG00398970	0.00	0.00	0.00	0.00	0.00	0.00
transcript33990	HORVU.RGT_PLANET.PROJ.5HG00398980	0.00	0.00	0.00	0.00	0.00	0.00
transcript33991	HORVU.RGT_PLANET.PROJ.5HG00399000	0.00	0.00	0.00	0.00	0.00	0.00
transcript34000	HORVU.RGT_PLANET.PROJ.5HG00399130	0.00	0.00	0.00	0.00	0.00	0.00
transcript34001	HORVU.RGT_PLANET.PROJ.5HG00399140	0.00	0.00	0.00	0.00	0.00	0.00
transcript34005	HORVU.RGT_PLANET.PROJ.5HG00399190	0.00	0.00	0.00	0.00	0.00	0.00
transcript34006	HORVU.RGT_PLANET.PROJ.5HG00399200	25.00	24.00	34.00	25.00	13.00	14.00
transcript34007	HORVU.RGT_PLANET.PROJ.5HG00399210	1087.00	932.00	1493.00	1288.00	1095.00	1429.00
transcript34011	HORVU.RGT_PLANET.PROJ.5HG00399240	149.31	75.23	167.00	56.00	33.00	60.00
transcript34014	HORVU.RGT_PLANET.PROJ.5HG00399280	0.00	0.00	0.00	0.00	0.00	0.00
transcript34016	HORVU.RGT_PLANET.PROJ.5HG00399320	13.00	28.00	8.00	0.00	2.00	3.00
transcript34021	HORVU.RGT_PLANET.PROJ.5HG00399340	9.00	17.00	2.00	0.00	1.00	0.00
transcript34025	HORVU.RGT_PLANET.PROJ.5HG00399360	0.00	0.00	0.00	0.00	0.00	0.00
transcript34026	HORVU.RGT_PLANET.PROJ.5HG00399380	2.00	2.00	0.00	2.00	2.00	0.00
transcript34028	HORVU.RGT_PLANET.PROJ.5HG00399400	35.00	19.00	2.00	6.00	10.00	4.00
transcript34029	HORVU.RGT_PLANET.PROJ.5HG00399410	46.00	24.00	4.00	2.00	7.00	0.00
transcript34030	HORVU.RGT_PLANET.PROJ.5HG00399420	15.00	44.00	0.00	0.00	1.00	0.00
transcript34034	HORVU.RGT_PLANET.PROJ.5HG00399470	0.00	0.00	0.00	0.00	0.00	0.00
transcript34035	HORVU.RGT_PLANET.PROJ.5HG00399480	1.00	0.00	0.00	0.00	0.00	0.00
transcript34041	HORVU.RGT_PLANET.PROJ.5HG00399520	0.00	0.00	0.00	0.00	0.00	0.00
transcript34044	HORVU.RGT_PLANET.PROJ.5HG00399550	0.00	0.00	0.00	0.00	0.00	0.00
transcript34045	HORVU.RGT_PLANET.PROJ.5HG00399560	0.00	0.00	0.00	1.00	0.00	0.00
transcript34048	HORVU.RGT_PLANET.PROJ.5HG00399600	9.00	0.00	12.00	1.00	1.00	3.00
transcript34051	HORVU.RGT_PLANET.PROJ.5HG00399640	78.00	68.00	70.00	44.00	35.00	31.00
transcript34061	HORVU.RGT_PLANET.PROJ.5HG00399730	0.00	0.00	1.00	2.00	0.00	0.00
transcript34062	HORVU.RGT_PLANET.PROJ.5HG00399740	0.00	0.00	0.00	0.00	0.00	0.00
transcript34069	HORVU.RGT_PLANET.PROJ.5HG00399880	0.00	0.00	0.00	0.00	0.00	0.00
transcript34074	HORVU.RGT_PLANET.PROJ.5HG00399950	0.00	0.00	0.00	0.00	0.00	0.00
transcript34081	HORVU.RGT_PLANET.PROJ.5HG00400100	0.00	0.00	0.00	0.00	0.00	0.00
transcript34082	HORVU.RGT_PLANET.PROJ.5HG00400110	9.00	23.00	12.00	5.00	3.00	2.00
transcript34085	HORVU.RGT_PLANET.PROJ.5HG00400140	0.00	0.00	0.00	0.00	0.00	0.00
transcript34086	HORVU.RGT_PLANET.PROJ.5HG00400150	19.00	9.00	18.00	2.00	10.00	12.00
transcript34098	HORVU.RGT_PLANET.PROJ.5HG00400340	150.97	121.00	227.00	58.00	52.00	65.00
transcript34099	HORVU.RGT_PLANET.PROJ.5HG00400390	18.67	22.00	26.78	9.69	1.33	4.00
transcript34101	HORVU.RGT_PLANET.PROJ.5HG00400410	0.00	0.00	0.00	0.00	0.00	0.00
transcript34106	HORVU.RGT_PLANET.PROJ.5HG00400450	1.00	0.00	1.00	0.00	0.00	1.00
transcript34108	HORVU.RGT_PLANET.PROJ.5HG00400460	0.00	0.00	0.00	0.00	0.00	0.00
transcript34113	HORVU.RGT_PLANET.PROJ.5HG00400510	0.00	0.00	0.00	0.00	0.00	0.00
transcript34117	HORVU.RGT_PLANET.PROJ.5HG00400520	0.00	0.00	0.00	0.00	0.00	0.00
transcript34118	HORVU.RGT_PLANET.PROJ.5HG00400530	0.00	0.00	0.00	0.00	0.00	0.00
transcript34120	HORVU.RGT_PLANET.PROJ.5HG00400560	49.00	59.00	70.00	29.00	23.00	28.00
transcript34121	HORVU.RGT_PLANET.PROJ.5HG00400590	0.00	0.00	0.00	0.00	0.00	0.00
transcript34123	HORVU.RGT_PLANET.PROJ.5HG00400600	0.00	0.00	0.00	0.00	0.00	0.00
transcript34128	HORVU.RGT_PLANET.PROJ.5HG00400640	0.00	0.00	0.00	0.00	0.00	0.00
transcript34136	HORVU.RGT_PLANET.PROJ.5HG00400930	0.00	0.00	0.00	0.00	0.00	0.00
transcript34142	HORVU.RGT_PLANET.PROJ.5HG00401020	0.00	0.00	0.00	0.00	0.00	0.00
transcript34143	HORVU.RGT_PLANET.PROJ.5HG00401030	0.00	0.00	0.00	0.00	0.00	0.00
transcript34144	HORVU.RGT_PLANET.PROJ.5HG00401040	0.00	0.00	0.00	0.00	0.00	0.00
transcript34145	HORVU.RGT_PLANET.PROJ.5HG00401070	0.00	0.00	0.00	0.00	0.00	0.00
transcript34146	HORVU.RGT_PLANET.PROJ.5HG00401080	0.00	0.00	0.00	0.00	0.00	0.00
transcript34147	HORVU.RGT_PLANET.PROJ.5HG00401090	0.00	0.00	0.00	0.00	0.00	0.00
transcript34152	HORVU.RGT_PLANET.PROJ.5HG00401140	0.00	0.00	0.00	0.00	0.00	0.00
transcript34161	HORVU.RGT_PLANET.PROJ.5HG00401230	0.00	0.00	0.00	0.00	0.00	0.00
transcript34164	HORVU.RGT_PLANET.PROJ.5HG00401250	0.00	0.00	0.00	0.00	0.00	0.00
transcript34166	HORVU.RGT_PLANET.PROJ.5HG00401320	0.00	0.00	0.00	0.00	0.00	0.00
transcript34171	HORVU.RGT_PLANET.PROJ.5HG00401380	2.00	2.00	0.00	0.00	0.00	1.00
transcript34172	HORVU.RGT_PLANET.PROJ.5HG00401400	0.00	0.00	0.00	0.00	0.00	0.00
transcript34175	HORVU.RGT_PLANET.PROJ.5HG00401430	0.00	0.00	0.00	0.00	0.00	0.00
transcript34178	HORVU.RGT_PLANET.PROJ.5HG00401460	4.00	1.00	6.00	0.00	0.00	0.00
transcript34179	HORVU.RGT_PLANET.PROJ.5HG00401470	0.00	0.00	0.00	0.00	0.00	0.00
transcript34180	HORVU.RGT_PLANET.PROJ.5HG00401500	0.00	0.00	0.00	0.00	0.00	0.00
transcript34182	HORVU.RGT_PLANET.PROJ.5HG00401530	1.00	1.00	1.00	0.00	1.00	0.00
transcript34200	HORVU.RGT_PLANET.PROJ.5HG00401800	7.00	14.00	6.00	0.00	0.00	2.00
transcript34206	HORVU.RGT_PLANET.PROJ.5HG00401850	1.00	1.00	0.00	1.00	1.00	0.00
transcript34207	HORVU.RGT_PLANET.PROJ.5HG00401860	0.00	0.00	0.00	0.00	0.00	0.00
transcript34212	HORVU.RGT_PLANET.PROJ.5HG00401930	0.00	3.00	0.00	0.00	0.00	0.00
transcript34216	HORVU.RGT_PLANET.PROJ.5HG00402020	0.00	0.00	0.00	0.00	0.00	0.00
transcript34221	HORVU.RGT_PLANET.PROJ.5HG00402070	0.00	0.00	0.00	0.00	0.00	0.00
transcript34224	HORVU.RGT_PLANET.PROJ.5HG00402160	0.00	0.00	0.00	0.00	0.00	0.00
transcript34229	HORVU.RGT_PLANET.PROJ.5HG00402210	0.00	0.00	0.00	0.00	0.00	0.00
transcript34242	HORVU.RGT_PLANET.PROJ.5HG00402350	0.00	0.00	0.00	0.00	0.00	0.00
transcript34243	HORVU.RGT_PLANET.PROJ.5HG00402360	0.00	0.00	0.00	0.00	0.00	0.00
transcript34245	HORVU.RGT_PLANET.PROJ.5HG00402390	0.00	0.00	0.00	0.00	0.00	0.00
transcript34247	HORVU.RGT_PLANET.PROJ.5HG00402450	0.00	0.00	0.00	0.00	0.00	0.00
transcript34249	HORVU.RGT_PLANET.PROJ.5HG00402470	0.00	0.00	0.00	0.00	0.00	0.00
transcript34258	HORVU.RGT_PLANET.PROJ.5HG00402560	0.00	0.00	0.00	0.00	0.00	0.00
transcript34265	HORVU.RGT_PLANET.PROJ.5HG00402660	0.00	0.00	0.00	0.00	0.00	0.00
transcript34269	HORVU.RGT_PLANET.PROJ.5HG00402710	0.00	0.00	0.00	0.00	0.00	0.00
transcript34274	HORVU.RGT_PLANET.PROJ.5HG00402770	0.00	0.00	0.00	0.00	0.00	0.00
transcript34277	HORVU.RGT_PLANET.PROJ.5HG00402790	0.00	0.00	0.00	0.00	0.00	0.00
transcript34280	HORVU.RGT_PLANET.PROJ.5HG00402890	0.00	0.00	0.00	0.00	0.00	0.00
transcript34282	HORVU.RGT_PLANET.PROJ.5HG00402920	0.00	0.00	0.00	0.00	0.00	0.00
transcript34284	HORVU.RGT_PLANET.PROJ.5HG00402930	0.00	0.00	0.00	0.00	0.00	0.00
transcript34286	HORVU.RGT_PLANET.PROJ.5HG00402990	0.00	0.00	0.00	0.00	0.00	0.00
transcript34290	HORVU.RGT_PLANET.PROJ.5HG00403080	0.00	0.00	0.00	0.00	0.00	0.00
transcript34294	HORVU.RGT_PLANET.PROJ.5HG00403190	0.00	0.00	0.00	0.00	0.00	0.00
transcript34296	HORVU.RGT_PLANET.PROJ.5HG00403220	0.00	0.00	0.00	0.00	0.00	0.00
transcript34297	HORVU.RGT_PLANET.PROJ.5HG00403230	9.00	17.00	19.00	1.00	0.00	0.00
transcript34298	HORVU.RGT_PLANET.PROJ.5HG00403240	0.00	0.00	0.00	0.00	0.00	0.00
transcript34299	HORVU.RGT_PLANET.PROJ.5HG00403260	0.00	0.00	0.00	0.00	0.00	0.00
transcript34302	HORVU.RGT_PLANET.PROJ.5HG00403290	0.00	0.00	0.00	0.00	0.00	0.00
transcript34303	HORVU.RGT_PLANET.PROJ.5HG00403370	0.00	0.00	0.00	0.00	0.00	0.00
transcript34313	HORVU.RGT_PLANET.PROJ.5HG00403630	0.00	0.00	0.00	0.00	0.00	0.00
transcript34314	HORVU.RGT_PLANET.PROJ.5HG00403650	0.00	0.00	0.00	0.00	0.00	0.00
transcript34318	HORVU.RGT_PLANET.PROJ.5HG00403700	0.00	0.00	0.00	0.00	0.00	0.00
transcript34319	HORVU.RGT_PLANET.PROJ.5HG00403710	0.00	0.00	0.00	0.00	0.00	0.00
transcript34323	HORVU.RGT_PLANET.PROJ.5HG00403730	0.00	0.00	0.00	0.00	0.00	0.00
transcript34325	HORVU.RGT_PLANET.PROJ.5HG00403760	0.00	0.00	0.00	0.00	0.00	0.00
transcript34330	HORVU.RGT_PLANET.PROJ.5HG00403790	0.00	0.00	0.00	0.00	0.00	0.00
transcript34335	HORVU.RGT_PLANET.PROJ.5HG00403840	7.00	6.00	9.00	5.00	2.00	4.00
transcript34341	HORVU.RGT_PLANET.PROJ.5HG00403920	0.00	0.00	0.00	0.00	0.00	0.00
transcript34349	HORVU.RGT_PLANET.PROJ.5HG00404100	0.00	0.00	0.00	0.00	0.00	0.00
transcript34353	HORVU.RGT_PLANET.PROJ.5HG00404170	0.00	0.00	0.00	0.00	0.00	0.00
transcript34354	HORVU.RGT_PLANET.PROJ.5HG00404180	0.00	0.00	0.00	0.00	0.00	0.00
transcript34359	HORVU.RGT_PLANET.PROJ.5HG00404280	0.00	0.00	0.00	0.00	0.00	0.00
transcript34361	HORVU.RGT_PLANET.PROJ.5HG00404300	27.00	41.00	31.00	17.00	23.00	40.00
transcript34364	HORVU.RGT_PLANET.PROJ.5HG00404350	0.00	0.00	0.00	0.00	0.00	0.00
transcript34369	HORVU.RGT_PLANET.PROJ.5HG00404480	0.00	0.00	0.00	0.00	0.00	0.00
transcript34374	HORVU.RGT_PLANET.PROJ.5HG00404580	0.00	0.00	0.00	0.00	0.00	0.00
transcript34375	HORVU.RGT_PLANET.PROJ.5HG00404600	0.00	0.00	0.00	0.00	0.00	0.00
transcript34377	HORVU.RGT_PLANET.PROJ.5HG00404630	12.78	4.11	15.92	4.94	3.67	5.91
transcript34378	HORVU.RGT_PLANET.PROJ.5HG00404740	0.00	0.00	0.00	0.00	0.00	0.00
transcript34381	HORVU.RGT_PLANET.PROJ.5HG00404790	0.00	0.00	0.00	0.00	0.00	0.00
transcript34382	HORVU.RGT_PLANET.PROJ.5HG00404850	0.00	0.00	0.00	0.00	0.00	0.00
transcript34385	HORVU.RGT_PLANET.PROJ.5HG00404910	0.00	0.00	0.00	0.00	0.00	0.00
transcript34389	HORVU.RGT_PLANET.PROJ.5HG00404930	0.00	0.00	0.00	0.00	0.00	0.00
transcript34390	HORVU.RGT_PLANET.PROJ.5HG00404940	0.00	0.00	0.00	0.00	0.00	0.00
transcript34394	HORVU.RGT_PLANET.PROJ.5HG00405020	0.00	0.00	0.00	0.00	0.00	0.00
transcript34398	HORVU.RGT_PLANET.PROJ.5HG00405140	0.00	0.00	0.00	0.00	0.00	0.00
transcript34400	HORVU.RGT_PLANET.PROJ.5HG00405170	28.00	19.00	32.00	11.00	6.00	20.00
transcript34404	HORVU.RGT_PLANET.PROJ.5HG00405250	0.00	0.00	0.00	0.00	0.00	0.00
transcript34407	HORVU.RGT_PLANET.PROJ.5HG00405330	0.00	0.00	0.00	0.00	0.00	0.00
transcript34408	HORVU.RGT_PLANET.PROJ.5HG00405360	0.00	0.00	0.00	0.00	0.00	0.00
transcript34411	HORVU.RGT_PLANET.PROJ.5HG00405400	0.00	0.00	0.00	0.00	0.00	0.00
transcript34412	HORVU.RGT_PLANET.PROJ.5HG00405440	0.00	0.00	0.00	0.00	0.00	0.00
transcript34419	HORVU.RGT_PLANET.PROJ.5HG00405640	77.00	63.00	64.00	12.00	9.00	18.00
transcript34421	HORVU.RGT_PLANET.PROJ.5HG00405660	0.00	0.00	0.00	0.00	0.00	0.00
transcript34426	HORVU.RGT_PLANET.PROJ.5HG00405730	0.00	0.00	0.00	0.00	0.00	0.00
transcript34431	HORVU.RGT_PLANET.PROJ.5HG00405840	0.00	0.00	0.00	0.00	0.00	0.00
transcript34435	HORVU.RGT_PLANET.PROJ.5HG00405900	0.00	0.00	0.00	0.00	0.00	0.00
transcript34436	HORVU.RGT_PLANET.PROJ.5HG00405910	0.00	0.00	0.00	0.00	0.00	0.00
transcript34453	HORVU.RGT_PLANET.PROJ.5HG00406210	0.00	0.00	0.00	0.00	0.00	0.00
transcript34457	HORVU.RGT_PLANET.PROJ.5HG00406240	0.00	0.00	0.00	0.00	0.00	0.00
transcript34459	HORVU.RGT_PLANET.PROJ.5HG00406250	0.00	0.00	0.00	0.00	0.00	0.00
transcript34462	HORVU.RGT_PLANET.PROJ.5HG00406270	180.00	265.00	360.00	60.00	37.00	65.00
transcript34469	HORVU.RGT_PLANET.PROJ.5HG00406320	0.00	0.00	0.00	0.00	0.00	0.00
transcript34481	HORVU.RGT_PLANET.PROJ.5HG00406570	0.00	0.00	0.00	0.00	0.00	0.00
transcript34491	HORVU.RGT_PLANET.PROJ.5HG00406720	0.00	0.00	0.00	0.00	0.00	0.00
transcript34493	HORVU.RGT_PLANET.PROJ.5HG00406740	0.00	0.00	0.00	0.00	0.00	0.00
transcript34498	HORVU.RGT_PLANET.PROJ.5HG00406800	0.00	0.00	0.00	0.00	0.00	0.00
transcript34501	HORVU.RGT_PLANET.PROJ.5HG00406850	90.00	121.00	248.00	137.00	89.00	125.00
transcript34502	HORVU.RGT_PLANET.PROJ.5HG00406860	0.00	0.00	0.00	0.00	0.00	0.00
transcript34505	HORVU.RGT_PLANET.PROJ.5HG00406920	0.00	0.00	0.00	0.00	0.00	0.00
